camera_id,source_video,frame,timestamp,split,image
camA,data/cams/camA_20fps.mp4,3693,184.65,train,data/vehicle_dataset/images/train/camA_000122_0184.65.jpg
camA,data/cams/camA_20fps.mp4,3723,186.15,train,data/vehicle_dataset/images/train/camA_000123_0186.15.jpg
camA,data/cams/camA_20fps.mp4,3753,187.65,train,data/vehicle_dataset/images/train/camA_000124_0187.65.jpg
camA,data/cams/camA_20fps.mp4,3783,189.15,train,data/vehicle_dataset/images/train/camA_000125_0189.15.jpg
camA,data/cams/camA_20fps.mp4,3813,190.65,val,data/vehicle_dataset/images/val/camA_000126_0190.65.jpg
camA,data/cams/camA_20fps.mp4,3844,192.2,val,data/vehicle_dataset/images/val/camA_000127_0192.20.jpg
camA,data/cams/camA_20fps.mp4,3874,193.7,val,data/vehicle_dataset/images/val/camA_000128_0193.70.jpg
camA,data/cams/camA_20fps.mp4,3904,195.2,val,data/vehicle_dataset/images/val/camA_000129_0195.20.jpg
camA,data/cams/camA_20fps.mp4,3934,196.7,val,data/vehicle_dataset/images/val/camA_000130_0196.70.jpg
camA,data/cams/camA_20fps.mp4,3964,198.2,val,data/vehicle_dataset/images/val/camA_000131_0198.20.jpg
camA,data/cams/camA_20fps.mp4,3994,199.7,val,data/vehicle_dataset/images/val/camA_000132_0199.70.jpg
camA,data/cams/camA_20fps.mp4,4025,201.25,val,data/vehicle_dataset/images/val/camA_000133_0201.25.jpg
camA,data/cams/camA_20fps.mp4,4055,202.75,val,data/vehicle_dataset/images/val/camA_000134_0202.75.jpg
camA,data/cams/camA_20fps.mp4,4085,204.25,val,data/vehicle_dataset/images/val/camA_000135_0204.25.jpg
camA,data/cams/camA_20fps.mp4,4115,205.75,val,data/vehicle_dataset/images/val/camA_000136_0205.75.jpg
camA,data/cams/camA_20fps.mp4,4145,207.25,val,data/vehicle_dataset/images/val/camA_000137_0207.25.jpg
camA,data/cams/camA_20fps.mp4,4175,208.75,val,data/vehicle_dataset/images/val/camA_000138_0208.75.jpg
camA,data/cams/camA_20fps.mp4,4205,210.25,val,data/vehicle_dataset/images/val/camA_000139_0210.25.jpg
camA,data/cams/camA_20fps.mp4,4236,211.8,val,data/vehicle_dataset/images/val/camA_000140_0211.80.jpg
camA,data/cams/camA_20fps.mp4,4266,213.3,val,data/vehicle_dataset/images/val/camA_000141_0213.30.jpg
camA,data/cams/camA_20fps.mp4,4296,214.8,val,data/vehicle_dataset/images/val/camA_000142_0214.80.jpg
camA,data/cams/camA_20fps.mp4,4326,216.3,val,data/vehicle_dataset/images/val/camA_000143_0216.30.jpg
camA,data/cams/camA_20fps.mp4,4356,217.8,val,data/vehicle_dataset/images/val/camA_000144_0217.80.jpg
camA,data/cams/camA_20fps.mp4,4386,219.3,val,data/vehicle_dataset/images/val/camA_000145_0219.30.jpg
camA,data/cams/camA_20fps.mp4,4416,220.8,val,data/vehicle_dataset/images/val/camA_000146_0220.80.jpg
camA,data/cams/camA_20fps.mp4,4447,222.35,val,data/vehicle_dataset/images/val/camA_000147_0222.35.jpg
camA,data/cams/camA_20fps.mp4,4477,223.85,val,data/vehicle_dataset/images/val/camA_000148_0223.85.jpg
camA,data/cams/camA_20fps.mp4,4507,225.35,val,data/vehicle_dataset/images/val/camA_000149_0225.35.jpg
camA,data/cams/camA_20fps.mp4,4537,226.85,val,data/vehicle_dataset/images/val/camA_000150_0226.85.jpg
camA,data/cams/camA_20fps.mp4,4567,228.35,val,data/vehicle_dataset/images/val/camA_000151_0228.35.jpg
camA,data/cams/camA_20fps.mp4,4597,229.85,val,data/vehicle_dataset/images/val/camA_000152_0229.85.jpg
camA,data/cams/camA_20fps.mp4,4628,231.4,val,data/vehicle_dataset/images/val/camA_000153_0231.40.jpg
camA,data/cams/camA_20fps.mp4,4658,232.9,val,data/vehicle_dataset/images/val/camA_000154_0232.90.jpg
camA,data/cams/camA_20fps.mp4,4688,234.4,val,data/vehicle_dataset/images/val/camA_000155_0234.40.jpg
camA,data/cams/camA_20fps.mp4,4718,235.9,val,data/vehicle_dataset/images/val/camA_000156_0235.90.jpg
camA,data/cams/camA_20fps.mp4,4748,237.4,val,data/vehicle_dataset/images/val/camA_000157_0237.40.jpg
camA,data/cams/camA_20fps.mp4,4778,238.9,val,data/vehicle_dataset/images/val/camA_000158_0238.90.jpg
camA,data/cams/camA_20fps.mp4,4808,240.4,val,data/vehicle_dataset/images/val/camA_000159_0240.40.jpg
camA,data/cams/camA_20fps.mp4,4839,241.95,val,data/vehicle_dataset/images/val/camA_000160_0241.95.jpg
camA,data/cams/camA_20fps.mp4,4869,243.45,val,data/vehicle_dataset/images/val/camA_000161_0243.45.jpg
camA,data/cams/camA_20fps.mp4,4899,244.95,test,data/vehicle_dataset/images/test/camA_000162_0244.95.jpg
camA,data/cams/camA_20fps.mp4,4929,246.45,test,data/vehicle_dataset/images/test/camA_000163_0246.45.jpg
camA,data/cams/camA_20fps.mp4,4959,247.95,test,data/vehicle_dataset/images/test/camA_000164_0247.95.jpg
camA,data/cams/camA_20fps.mp4,4989,249.45,test,data/vehicle_dataset/images/test/camA_000165_0249.45.jpg
camA,data/cams/camA_20fps.mp4,5019,250.95,test,data/vehicle_dataset/images/test/camA_000166_0250.95.jpg
camA,data/cams/camA_20fps.mp4,5050,252.5,test,data/vehicle_dataset/images/test/camA_000167_0252.50.jpg
camA,data/cams/camA_20fps.mp4,5080,254.0,test,data/vehicle_dataset/images/test/camA_000168_0254.00.jpg
camA,data/cams/camA_20fps.mp4,5110,255.5,test,data/vehicle_dataset/images/test/camA_000169_0255.50.jpg
camA,data/cams/camA_20fps.mp4,5140,257.0,test,data/vehicle_dataset/images/test/camA_000170_0257.00.jpg
camA,data/cams/camA_20fps.mp4,5170,258.5,test,data/vehicle_dataset/images/test/camA_000171_0258.50.jpg
camA,data/cams/camA_20fps.mp4,5200,260.0,test,data/vehicle_dataset/images/test/camA_000172_0260.00.jpg
camA,data/cams/camA_20fps.mp4,5231,261.55,test,data/vehicle_dataset/images/test/camA_000173_0261.55.jpg
camA,data/cams/camA_20fps.mp4,5261,263.05,test,data/vehicle_dataset/images/test/camA_000174_0263.05.jpg
camA,data/cams/camA_20fps.mp4,5291,264.55,test,data/vehicle_dataset/images/test/camA_000175_0264.55.jpg
camA,data/cams/camA_20fps.mp4,5321,266.05,test,data/vehicle_dataset/images/test/camA_000176_0266.05.jpg
camA,data/cams/camA_20fps.mp4,5351,267.55,test,data/vehicle_dataset/images/test/camA_000177_0267.55.jpg
camA,data/cams/camA_20fps.mp4,5381,269.05,test,data/vehicle_dataset/images/test/camA_000178_0269.05.jpg
camA,data/cams/camA_20fps.mp4,5411,270.55,test,data/vehicle_dataset/images/test/camA_000179_0270.55.jpg
camB,data/cams/camB_20fps.mp4,13,0.65,train,data/vehicle_dataset/images/train/camB_000000_0000.65.jpg
camB,data/cams/camB_20fps.mp4,41,2.05,train,data/vehicle_dataset/images/train/camB_000001_0002.05.jpg
camB,data/cams/camB_20fps.mp4,68,3.4,train,data/vehicle_dataset/images/train/camB_000002_0003.40.jpg
camB,data/cams/camB_20fps.mp4,96,4.8,train,data/vehicle_dataset/images/train/camB_000003_0004.80.jpg
camB,data/cams/camB_20fps.mp4,123,6.15,train,data/vehicle_dataset/images/train/camB_000004_0006.15.jpg
camB,data/cams/camB_20fps.mp4,151,7.55,train,data/vehicle_dataset/images/train/camB_000005_0007.55.jpg
camB,data/cams/camB_20fps.mp4,178,8.9,train,data/vehicle_dataset/images/train/camB_000006_0008.90.jpg
camB,data/cams/camB_20fps.mp4,206,10.3,train,data/vehicle_dataset/images/train/camB_000007_0010.30.jpg
camB,data/cams/camB_20fps.mp4,233,11.65,train,data/vehicle_dataset/images/train/camB_000008_0011.65.jpg
camB,data/cams/camB_20fps.mp4,261,13.05,train,data/vehicle_dataset/images/train/camB_000009_0013.05.jpg
camB,data/cams/camB_20fps.mp4,288,14.4,train,data/vehicle_dataset/images/train/camB_000010_0014.40.jpg
camB,data/cams/camB_20fps.mp4,316,15.8,train,data/vehicle_dataset/images/train/camB_000011_0015.80.jpg
camB,data/cams/camB_20fps.mp4,343,17.15,train,data/vehicle_dataset/images/train/camB_000012_0017.15.jpg
camB,data/cams/camB_20fps.mp4,371,18.55,train,data/vehicle_dataset/images/train/camB_000013_0018.55.jpg
camB,data/cams/camB_20fps.mp4,398,19.9,train,data/vehicle_dataset/images/train/camB_000014_0019.90.jpg
camB,data/cams/camB_20fps.mp4,426,21.3,train,data/vehicle_dataset/images/train/camB_000015_0021.30.jpg
camB,data/cams/camB_20fps.mp4,453,22.65,train,data/vehicle_dataset/images/train/camB_000016_0022.65.jpg
camB,data/cams/camB_20fps.mp4,481,24.05,train,data/vehicle_dataset/images/train/camB_000017_0024.05.jpg
camB,data/cams/camB_20fps.mp4,508,25.4,train,data/vehicle_dataset/images/train/camB_000018_0025.40.jpg
camB,data/cams/camB_20fps.mp4,536,26.8,train,data/vehicle_dataset/images/train/camB_000019_0026.80.jpg
camB,data/cams/camB_20fps.mp4,563,28.15,train,data/vehicle_dataset/images/train/camB_000020_0028.15.jpg
camB,data/cams/camB_20fps.mp4,591,29.55,train,data/vehicle_dataset/images/train/camB_000021_0029.55.jpg
camB,data/cams/camB_20fps.mp4,618,30.9,train,data/vehicle_dataset/images/train/camB_000022_0030.90.jpg
camB,data/cams/camB_20fps.mp4,646,32.3,train,data/vehicle_dataset/images/train/camB_000023_0032.30.jpg
camB,data/cams/camB_20fps.mp4,673,33.65,train,data/vehicle_dataset/images/train/camB_000024_0033.65.jpg
camB,data/cams/camB_20fps.mp4,701,35.05,train,data/vehicle_dataset/images/train/camB_000025_0035.05.jpg
camB,data/cams/camB_20fps.mp4,728,36.4,train,data/vehicle_dataset/images/train/camB_000026_0036.40.jpg
camB,data/cams/camB_20fps.mp4,756,37.8,train,data/vehicle_dataset/images/train/camB_000027_0037.80.jpg
camB,data/cams/camB_20fps.mp4,783,39.15,train,data/vehicle_dataset/images/train/camB_000028_0039.15.jpg
camB,data/cams/camB_20fps.mp4,811,40.55,train,data/vehicle_dataset/images/train/camB_000029_0040.55.jpg
camB,data/cams/camB_20fps.mp4,838,41.9,train,data/vehicle_dataset/images/train/camB_000030_0041.90.jpg
camB,data/cams/camB_20fps.mp4,866,43.3,train,data/vehicle_dataset/images/train/camB_000031_0043.30.jpg
camB,data/cams/camB_20fps.mp4,893,44.65,train,data/vehicle_dataset/images/train/camB_000032_0044.65.jpg
camB,data/cams/camB_20fps.mp4,921,46.05,train,data/vehicle_dataset/images/train/camB_000033_0046.05.jpg
camB,data/cams/camB_20fps.mp4,948,47.4,train,data/vehicle_dataset/images/train/camB_000034_0047.40.jpg
camB,data/cams/camB_20fps.mp4,976,48.8,train,data/vehicle_dataset/images/train/camB_000035_0048.80.jpg
camB,data/cams/camB_20fps.mp4,1003,50.15,train,data/vehicle_dataset/images/train/camB_000036_0050.15.jpg
camB,data/cams/camB_20fps.mp4,1031,51.55,train,data/vehicle_dataset/images/train/camB_000037_0051.55.jpg
camB,data/cams/camB_20fps.mp4,1058,52.9,train,data/vehicle_dataset/images/train/camB_000038_0052.90.jpg
camB,data/cams/camB_20fps.mp4,1086,54.3,train,data/vehicle_dataset/images/train/camB_000039_0054.30.jpg
camB,data/cams/camB_20fps.mp4,1113,55.65,train,data/vehicle_dataset/images/train/camB_000040_0055.65.jpg
camB,data/cams/camB_20fps.mp4,1141,57.05,train,data/vehicle_dataset/images/train/camB_000041_0057.05.jpg
camB,data/cams/camB_20fps.mp4,1168,58.4,train,data/vehicle_dataset/images/train/camB_000042_0058.40.jpg
camB,data/cams/camB_20fps.mp4,1196,59.8,train,data/vehicle_dataset/images/train/camB_000043_0059.80.jpg
camB,data/cams/camB_20fps.mp4,1223,61.15,train,data/vehicle_dataset/images/train/camB_000044_0061.15.jpg
camB,data/cams/camB_20fps.mp4,1250,62.5,train,data/vehicle_dataset/images/train/camB_000045_0062.50.jpg
camB,data/cams/camB_20fps.mp4,1278,63.9,train,data/vehicle_dataset/images/train/camB_000046_0063.90.jpg
camB,data/cams/camB_20fps.mp4,1305,65.25,train,data/vehicle_dataset/images/train/camB_000047_0065.25.jpg
camB,data/cams/camB_20fps.mp4,1333,66.65,train,data/vehicle_dataset/images/train/camB_000048_0066.65.jpg
camB,data/cams/camB_20fps.mp4,1360,68.0,train,data/vehicle_dataset/images/train/camB_000049_0068.00.jpg
camB,data/cams/camB_20fps.mp4,1388,69.4,train,data/vehicle_dataset/images/train/camB_000050_0069.40.jpg
camB,data/cams/camB_20fps.mp4,1415,70.75,train,data/vehicle_dataset/images/train/camB_000051_0070.75.jpg
camB,data/cams/camB_20fps.mp4,1443,72.15,train,data/vehicle_dataset/images/train/camB_000052_0072.15.jpg
camB,data/cams/camB_20fps.mp4,1470,73.5,train,data/vehicle_dataset/images/train/camB_000053_0073.50.jpg
camB,data/cams/camB_20fps.mp4,1498,74.9,train,data/vehicle_dataset/images/train/camB_000054_0074.90.jpg
camB,data/cams/camB_20fps.mp4,1525,76.25,train,data/vehicle_dataset/images/train/camB_000055_0076.25.jpg
camB,data/cams/camB_20fps.mp4,1553,77.65,train,data/vehicle_dataset/images/train/camB_000056_0077.65.jpg
camB,data/cams/camB_20fps.mp4,1580,79.0,train,data/vehicle_dataset/images/train/camB_000057_0079.00.jpg
camB,data/cams/camB_20fps.mp4,1608,80.4,train,data/vehicle_dataset/images/train/camB_000058_0080.40.jpg
camB,data/cams/camB_20fps.mp4,1635,81.75,train,data/vehicle_dataset/images/train/camB_000059_0081.75.jpg
camB,data/cams/camB_20fps.mp4,1663,83.15,train,data/vehicle_dataset/images/train/camB_000060_0083.15.jpg
